Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748
Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,79.1,2,0,39.55
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0,81.432
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,4.17,3,0,1.0842
Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,25.92,4,0,12.4416
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,4.928,2,0.2,0.7392
Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,29.99,1,0,2.999
First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,186.048,6,0.2,67.4424
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,57.69,3,0,23.6529
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,10.776,3,0.2,3.5022
First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,8.76,2,0,4.2048
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,3.984,1,0.2,1.2948
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,166.44,3,0,79.8912
Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,166.44,3,0,79.8912
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,8.76,5,0.2,0.7665
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,15.48,3,0.2,5.6115
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,15.384,1,0.2,4.0383
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.352,2,0.2,10.6232
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,821.3,4,0.5,-16.426
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,116.28,3,0,56.9772
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,16.68,2,0,4.3368
First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,45.888,4,0.2,9.1776
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,60.12,9,0,22.2444
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,8.376,3,0.2,2.7222
Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,81.2,5,0,12.18
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5,0,6.7915
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0,23.0864
First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,477.24,4,0,9.5448
Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,27.168,4,0.2,-1.3584
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11,0,110.0528
First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,48.4,5,0,23.232
Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,54.5,5,0,14.17
First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,19.104,3,0.2,5.7312
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,60.984,7,0.2,4.5738
Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,195.466,2,0.15,-13.7976
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,23.68,8,0.2,6.216
Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,23.976,4,0.4,-15.5844
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,58.36,5,0.6,-24.803
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,25.96,2,0,7.5284
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702
First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,783.96,5,0.2,78.396
First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773
Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,41.37,3,0,17.3754
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,47.516,2,0.3,-2.0364
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0,84.5154
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.6,5,0,51.57
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.928,2,0.2,0.558
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0,4.1769
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0,284.98
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.544,7,0.2,83.2097
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0,14.2632
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0,15.7584
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0,6.8908
Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0,10.4754
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0,9.5081
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.2,-3.312
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.088,2,0.2,1.068
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.352,3,0.2,23.235
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6,0,12.72
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2,0,12.99
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.464,7,0.2,12.1758
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0,3.852
Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.136,4,0.2,24.196
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0,19.458
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3,0,35.2872
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.952,1,0.2,0.372
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.2,2.37
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.882,3,0.8,-5.823
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0,8.955
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3,0,2.5056
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0,8.2992
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,41.6,4,0.2,13
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.646,3,0.1,31.941
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,81.568,2,0.2,9.1764
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,244.006,2,0.3,-31.3722
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,545.94,6,0,87.3504
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,53.424,3,0.2,4.6746
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,55.36,4,0.2,18.684
Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,19,5,0,8.93
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4,0.2,10.43
Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,91.68,3,0,45.84
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384
First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0,74.8098
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,12.03,5,0.7,-9.223
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,5.04,3,0,0.2016
Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,8.288,2,0.2,2.6936
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,504.9,5,0,80.784
Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones,403.168,4,0.2,25.198
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases,194.32,4,0,31.0912
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,195.136,4,0.2,-12.196
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6,0,10.203
Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables,171.288,3,0.2,-6.4233
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5,0.2,3.344
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2,0,6.2208
Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones,1022.97,5,0.4,-255.7425
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art,13.9,5,0,3.614
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,411.8,2,0,70.006
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2,0,2.9372
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,119.976,3,0.2,22.4955
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,83.97,3,0,23.5116
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,90.8,8,0,25.424
Same Day,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,663.936,4,0.2,82.992
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,2934.33,7,0,792.2691
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0,6.2208
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,58.34,2,0,28.0032
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,61,5,0,25.62
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,31.68,4,0.2,2.772
Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Supplies,695.16,6,0,34.758
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.2,-182.637
First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,13.28,2,0,6.3744
Same Day,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,210.392,2,0.8,-336.6272
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,119.96,5,0.2,35.988
Standard Class,Corporate,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Binders,735.98,2,0,331.191
Second Class,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,93.024,3,0.2,33.7212
First Class,Consumer,United States,Lansing,Michigan,48911,Central,Furniture,Furnishings,67,5,0,32.16
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Furniture,Chairs,390.272,8,0.2,-24.392
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,180.588,2,0.7,-240.784
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2,0,4.4344
Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0,32.1678
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0,1.8
Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192
Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244
Second Class,Consumer,United States,Akron,Ohio,44312,East,Furniture,Furnishings,149.232,3,0.2,3.7308
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Accessories,349.95,5,0,118.983
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022
First Class,Consumer,United States,San Mateo,California,94403,West,Office Supplies,Labels,75.18,6,0,35.3346
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3,0,52.4895
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,94.85,5,0,45.528
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,9.408,2,0.2,3.4104
First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,3.984,1,0.2,1.3944
